dateSeen,brand,name,categories,prices_before,prices_after,prices_disc,availability,views
04/21/19 03:22,Unique Bargains,Women's Open Toe Lace Up Color Block Heel Sandals Rose Pink (Size 7.5),Sandals & Slippers,33.32,32.99,0.99%,TRUE,2
04/21/19 03:22,Unique Bargains,Unique Bargains Women's Stacked Mid Heel Ankle Strap Open Toe Sandals,Sandals & Slippers,38.6,26.99,30.08%,TRUE,1
04/21/19 03:22,Madden Girl,Madden Girl Womens Beella Fabric Open Toe Casual Ankle Strap Sandals,Sandals & Slippers,44.76,39.96,10.72%,TRUE,2
04/21/19 03:22,Material Girl,Material Girl Womens Priya Open Toe Casual Slide Sandals,Sandals & Slippers,35.39,31.6,10.71%,TRUE,2
04/21/19 03:22,Not Rated,Womens Willow Lace Embellished Flat Sandals,Sandals & Slippers,40.39,39.99,0.99%,TRUE,1
04/21/19 03:23,Steve Madden,Steve Madden Womens Day Slingback Pump Shoes,Heels,60.59,59.99,0.99%,FALSE,1
04/21/19 03:23,Easy-Street,"Easy Street Women's Lucky Oxford, Grey Suede, 6 2W US",Loafers & Oxfords,50.54,50.04,0.99%,TRUE,1
04/21/19 03:23,Steve Madden,Steve Madden Womens Winny Nubuck Open Toe Casual Platform Sandals,Sandals & Slippers,77.94,54.5,30.07%,TRUE,1
04/21/19 03:23,Steve Madden,Steve Madden Womens Carrsonv Metallic Block Heel Dress Sandals,Sandals & Slippers,30.29,29.99,0.99%,TRUE,1
04/21/19 03:23,Rialto,Women's Rialto Greer Gladiator Sandal,Sandals & Slippers,49.28,44,10.71%,TRUE,2
04/21/19 03:23,Rialto,Women's Rialto Alix Slide,Sandals & Slippers,30.8,30.5,0.97%,FALSE,4
04/21/19 03:23,Rialto,Women's Rialto Cleo Wedge T Strap,Sandals & Slippers,29.2,17.7,39.38%,FALSE,1
04/21/19 03:24,Pleaser,Women's Pleaser Revolver 709G,Heels,88.83,87.95,0.99%,TRUE,1
04/21/19 03:24,Pleaser,Women's Pleaser Moon 708DMCH,Heels,61.94,61.33,0.98%,TRUE,2
04/21/19 03:24,Pleaser,Women's Pleaser Stardust 708,Heels,84.79,83.95,0.99%,TRUE,4
04/21/19 03:24,Steve Madden,Steve Madden Women's Imelda Suede Black Pump - 9M,Heels,31.84,18.95,40.48%,FALSE,1
04/21/19 03:24,Pleaser,Women's Pleaser Amuse 15,Heels,47.29,41.85,11.5%,TRUE,2
04/21/19 03:24,Fabulicious,Women's Fabulicious Flair 419G,Heels,45.98,45.52,1%,TRUE,1
04/21/19 03:24,Michael Michael Kors,Michael Michael Kors Womens Sabrina Leather Open Toe Casual Ankle Strap Sandals,Sandals & Slippers,98.55,87.99,10.72%,FALSE,1
04/21/19 03:24,Michael Michael Kors,Michael Michael Kors Womens Damita Canvas Open Toe Casual Platform Sandals,Sandals & Slippers,55.54,54.99,0.99%,TRUE,1
04/21/19 03:24,Inc International Concepts,Inc International Concepts Womens Millay Split Toe Casual Slide Sandals,Sandals & Slippers,62.27,55.6,10.71%,TRUE,1
04/21/19 03:24,Inc International Concepts,Inc International Concepts Womens Linaa Open Toe Casual Ankle Strap Sandals,Sandals & Slippers,33.2,20,39.76%,TRUE,1
04/21/19 03:24,Inc International Concepts,INC International Concepts Garoldd Strappy High Heel Dress Sandals,Sandals & Slippers,34.58,19.99,42.19%,FALSE,1
04/21/19 03:24,Style Co.,Style Co. Womens Finlacey Open Toe Casual T-Strap Sandals,Sandals & Slippers,34.82,30.02,13.79%,TRUE,1
04/21/19 03:24,Style Co.,Style Co. Womens Baileyy Split Toe Casual Ankle Strap Sandals,Sandals & Slippers,31.66,24.35,23.09%,TRUE,1
04/21/19 03:24,Style Co.,Womens Bahara Open Toe Casual Strappy Sandals,Sandals & Slippers,24.7,14.97,39.39%,TRUE,1
04/21/19 03:24,Pleaser,Women's Pleaser Flamingo 809LG Platform Sandal,Sandals & Slippers,82.77,81.95,0.99%,TRUE,1
04/21/19 03:24,Pleaser,"LOVELY-442, 4 Inch Ankle Strap Wedge Sandal",Sandals & Slippers,35.64,35.29,0.98%,TRUE,1
04/21/19 03:24,Steve Madden,Steve Madden Women's Alpha Black Leather Sandal - 11M,Sandals & Slippers,37,22.98,37.89%,FALSE,1
04/21/19 03:24,Steve Madden,Steve Madden Womens Plato S Strappy Gladiator Sandal Shoe,Sandals & Slippers,55.54,54.99,0.99%,TRUE,1
04/21/19 03:24,Pleaser,"LUMINA-26, 4 3/4'' Heel, 1'' PF Closed Back Ankle Strap Sandal",Sandals & Slippers,49.73,49.24,0.99%,TRUE,1
04/21/19 03:25,Lifestride,Lifestride Women's Posh Pump,Heels,53.75,47.99,10.72%,TRUE,1
04/21/19 03:25,Franco Sarto,Franco Sarto Women's Talinda2 Espadrille Wedge Sandal,Sandals & Slippers,79.7,71.16,10.72%,TRUE,1
04/21/19 03:25,Skechers,"Women's Skechers, Vinyasa Caviar Sandals",Sandals & Slippers,22.47,14.98,33.33%,FALSE,2
04/21/19 03:25,Franco Sarto,"Franco Sarto Women's L-Nash Espadrille Wedge Sandal, Gold, Size 9.5",Sandals & Slippers,29.89,22.99,23.08%,TRUE,1
04/21/19 03:25,Franco Sarto,Franco Sarto Womens L-Rye Leather Open Toe Casual Slide Sandals,Sandals & Slippers,63.69,44.54,30.07%,TRUE,1
04/21/19 03:25,Cape-Robbin,Cape Robbin Women's Open Toe Sequin Strappy Flat Sandal,Sandals & Slippers,25.24,24.99,0.99%,FALSE,2
04/21/19 03:25,Cape-Robbin,"Cape Robbin Women's Open Toe Metallic Ankle Strap Heel Sandal (Gold, 6.5 B(M) US)",Sandals & Slippers,20.2,20,0.99%,TRUE,2
04/21/19 03:25,Unique Bargains,Unique Bargains Women's Open Toe Block Heel Cutout Lace Up Sandals,Sandals & Slippers,40.03,27.99,30.08%,TRUE,1
04/21/19 03:25,Michael Michael Kors,MICHAEL Michael Kors Women's Millie Slide,Sandals & Slippers,102.84,84.99,17.36%,FALSE,3
04/21/19 03:25,Cape-Robbin,Cape Robbin Moira 19 Women's Open Toe Tied Satin Bow Slides,Sandals & Slippers,29.24,28.95,0.99%,FALSE,1
04/21/19 03:26,Jambu,Women's Jambu JSport Mia Sandal,Sandals & Slippers,59.54,58.95,0.99%,TRUE,1
04/21/19 03:26,Pleaser Pink Label,Women's Pleaser Pink Label Dream 412 Ankle Strap Sandal,Sandals & Slippers,49.44,48.95,0.99%,TRUE,1
04/21/19 03:26,Pleaser,"SWAN-657, 6'' Sculptured Heel, 1 3 4'' Cutout Sling Back Sandal",Sandals & Slippers,34.7,34.36,0.98%,TRUE,1
04/21/19 03:26,Spring Step,Women's Spring Step Geti Toe Loop Sandal,Sandals & Slippers,90.85,89.95,0.99%,TRUE,1
04/21/19 03:26,Skechers,"Women's Skechers, Rumbler Wave Sandals",Sandals & Slippers,60.37,59.77,0.99%,TRUE,2
04/21/19 03:27,Propet,Women's Propet Kate,Flats,46.41,45.95,0.99%,TRUE,2
04/21/19 03:27,Pleaser,Women's Pleaser Bejeweled 708MS Ankle Strap Sandal,Sandals & Slippers,139.33,137.95,0.99%,TRUE,1
04/21/19 03:27,Pleaser,"SWAN-601, 6'' Sculptured Heel, 1 3/4'' Sandal",Sandals & Slippers,34.7,34.36,0.98%,TRUE,1
04/21/19 03:27,Pleaser,Women's Pleaser Sky 309MT Ankle Strap Sandal,Sandals & Slippers,58.53,57.95,0.99%,TRUE,1
04/21/19 03:27,Pleaser,Women's Pleaser Moon 708GFT Platform Ankle Strap Sandal,Sandals & Slippers,75.7,74.95,0.99%,TRUE,2
04/21/19 03:27,Spring Step,Spring Step Women's Surpass Bronze Sandals 37 W EU 6.5-7 WW,Sandals & Slippers,77.48,76.71,0.99%,FALSE,1
04/21/19 03:27,Not Rated,Not Rated Womens Zolin Woven Embossed T-Strap Sandals,Sandals & Slippers,20.19,19.99,0.99%,TRUE,1
04/21/19 03:27,Not Rated,Womens Caviar Open Toe Casual Strappy Sandals,Sandals & Slippers,43.2,36,16.67%,FALSE,2
04/21/19 03:27,Yellow Box,Yellow Box Womens Feather Leather Open Toe Casual Platform Sandals,Sandals & Slippers,47.98,29.99,37.49%,FALSE,3
04/21/19 03:27,Yellow Box,Yellow Box Womens Rubie Leather Slip-On Wedge Sandals,Sandals & Slippers,40.39,39.99,0.99%,TRUE,2
04/21/19 03:27,Yellow Box,Yellow Box Kaia Women's Velvet Toe Thong 40284,Sandals & Slippers,40.35,39.95,0.99%,TRUE,1
04/21/19 03:27,Yellow Box,Yellow Box Korinda Women's Slip On Platform Sandal 39319,Sandals & Slippers,57.89,57.32,0.98%,TRUE,1
04/21/19 03:27,Not Rated,Womens Willow Lace Embellished Flat Sandals,Sandals & Slippers,40.39,39.99,0.99%,TRUE,1
04/21/19 03:27,Pleaser,"BETTIE-01, 4 1/2'' Heel 1'' Semi Hidden Platform Peep Toe Sandal",Sandals & Slippers,46.91,46.45,0.98%,FALSE,2
04/21/19 03:27,Jambu,Women's Jambu JSport Misty Encore Vegan Mary Jane,Sneakers,49.46,48.97,0.99%,TRUE,1
04/21/19 03:28,Pleaser,Women's Pleaser Rainbow 209UV Ankle Strap,Heels,54.49,53.95,0.99%,FALSE,1
04/21/19 03:28,Fabulicious,Women's Fabulicious Flair 419G,Heels,45.98,45.52,1%,TRUE,1
04/21/19 03:28,Baretraps,Baretraps Womens Jeaney Faux Leather Slip On Wedge Sandals,Sandals & Slippers,38.73,38.35,0.98%,TRUE,1
04/21/19 03:28,Aerosoles,Women's Aerosoles Right Plush Strappy Sandal,Sandals & Slippers,63.79,63.16,0.99%,FALSE,1
04/21/19 03:28,Bernie Mev,"Bernie Mev Women's Cindy Flat Sandal, Bronze, 38 EU/7.5-8 M US",Sandals & Slippers,50.49,49.99,0.99%,FALSE,1
04/21/19 03:28,Unique Bargains,Unique Bargains Women's Mid Block Heel Crisscross Ankle Strap Sandals,Sandals & Slippers,40.03,27.99,30.08%,TRUE,2
04/21/19 03:29,Unique Bargains,Women's Peep Toe Ankle Strap Slingback Block Heel Pumps White (Size 6),Heels,29.28,28.99,0.99%,TRUE,1
04/21/19 03:29,Unique Bargains,Unique Bargains Women's Chunky High Heel T-Strap Dress Sandals,Sandals & Slippers,37.17,25.99,30.08%,TRUE,1
04/21/19 03:29,L'artiste By Spring Step,Women's L'Artiste by Spring Step Madelyn Ankle Strap Sandal,Sandals & Slippers,111.05,109.95,0.99%,FALSE,1
04/21/19 03:29,L'artiste By Spring Step,Women's L'Artiste by Spring Step Lilliana Strappy Sandal,Sandals & Slippers,90.85,89.95,0.99%,TRUE,1
04/21/19 03:29,L'artiste By Spring Step,Women's L'Artiste by Spring Step Lane Fisherman Sandal,Sandals & Slippers,90.85,89.95,0.99%,TRUE,2
04/21/19 03:29,L'artiste By Spring Step,Women's L'Artiste by Spring Step Vesta Slingback,Sandals & Slippers,90.85,89.95,0.99%,FALSE,3
04/21/19 03:29,L'artiste By Spring Step,Women's L'Artiste by Spring Step Agatiala Strappy Sandal,Sandals & Slippers,111.05,109.95,0.99%,TRUE,1
04/21/19 03:29,L'artiste By Spring Step,Women's L'Artiste by Spring Step Poetic Thong Sandal,Sandals & Slippers,90.85,89.95,0.99%,TRUE,1
04/21/19 03:29,Unique Bargains,Unique Bargains Women's Cutout Sides Stiletto Ankle Tie Sandals,Sandals & Slippers,47.18,32.99,30.08%,TRUE,1
04/21/19 03:29,Qupid,"Artic01x by Qupid, - Clear Heeled Dress Sandal",Sandals & Slippers,31.82,31.5,1.01%,TRUE,1
04/21/19 03:30,Toms,New TOMS Womens Elisa Clog Leather Heeled Clogs,Heels,79.19,59.99,24.25%,TRUE,1
04/21/19 03:30,Toms,Toms Women's Viv Specchio Rose Gold Sandal - 8M,Sandals & Slippers,51.23,41.99,18.04%,TRUE,2
04/21/19 03:30,Unique Bargains,Women's Stiletto Heel Ankle Strap Clear Sandals Yellow (Size 10),Sandals & Slippers,32.31,31.99,0.99%,TRUE,1
04/21/19 03:30,Unique Bargains,Women's Rhinestone Open Ankle Strap Stiletto Heel Sandals Yellow (Size 6),Sandals & Slippers,29.28,28.99,0.99%,TRUE,1
04/21/19 03:30,Unique Bargains,Unique Bargains Women's Stiletto Heel Velvet Lace Up Sandals,Sandals & Slippers,45.75,31.99,30.08%,TRUE,1
04/21/19 03:30,Pleaserusa,"Delight-608, 6 Stiletto Heel Sandal",Sandals & Slippers,46.4,45.94,0.99%,TRUE,1
04/21/19 05:13,Propet,Propet Stability Walker - womens - Sport White,Sneakers,43.43,43,0.99%,FALSE,8
04/21/19 05:14,Propet,Propet Stability Walker - womens - Sport White,Sneakers,43.43,43,0.99%,FALSE,1
04/21/19 06:02,Soho Shoes,Soho Shoes Women's Metallic Accessory Jelly Sandals,Sandals & Slippers,19.17,18.98,0.99%,TRUE,2
04/21/19 06:03,Wild Diva,Joanie-160 Women Jelly T Strap Slides FliP Flop Rhinestone Gladiator Sandal Clear,Sandals & Slippers,13.12,12.99,0.99%,TRUE,1
04/21/19 06:03,Soho Shoes,Soho Shoes Women's Pearl Jelly Sandal,Sandals & Slippers,16.71,16.54,1.02%,TRUE,1
04/21/19 06:03,Soho Shoes,Soho Shoes Women's Metallic Accessory Jelly Sandals,Sandals & Slippers,19.17,18.98,0.99%,TRUE,1
04/21/19 06:06,Funtasma,Women's Funtasma Gogo 150 Ankle Boot,Boots,38.33,37.95,0.99%,FALSE,7
04/21/19 06:09,Steve Madden,Calculus Velvet Smoking Slippers,Sandals & Slippers,70.86,49.55,30.07%,TRUE,1
04/21/19 06:13,Blue Suede Shoes,Blue Womens FECCI-B Suede Dress Mid-calf Fashion Boots,Boots,31.97,31.65,1%,TRUE,1
04/21/19 06:13,Ros Hommerson,Women's Ros Hommerson Nadia Walking Shoe,Loafers & Oxfords,173.92,172.2,0.99%,TRUE,3
04/21/19 06:13,Drew,Women's Drew Tuscany Sneaker,Sneakers,148.74,147.27,0.99%,TRUE,6
04/21/19 06:17,Refresh,Youth-01 Women Waterproof Warm Hiking Snow Rain Winter Mid Calf Drawstring Boot Black,Boots,30.29,29.99,0.99%,FALSE,4
04/21/19 06:18,Theatricals,Adult Tap Star Ribbon Tie Elastic Tap Shoes,NA,24.19,23.95,0.99%,TRUE,2
04/21/19 06:18,Theatricals,Adult Gore Top Jazz Shoes,NA,31.51,31.2,0.98%,TRUE,1
04/21/19 06:18,Theatricals,Adult 2 Heel Character Shoes,Sandals & Slippers,28.23,27.95,0.99%,TRUE,1
04/21/19 06:18,Under Armour,Women's Ignite VIII Sandals,Sandals & Slippers,54.66,54.12,0.99%,TRUE,4
04/21/19 06:19,Diba-True,women's diba true new year peep toe wedge,Heels,110.04,108.95,0.99%,TRUE,3
04/21/19 06:19,Theatricals,Adult Split Sole Tap Shoes,NA,38.33,37.95,0.99%,FALSE,1
04/21/19 06:19,Theatricals,Adult 2 Heel Character Shoes,Sandals & Slippers,28.23,27.95,0.99%,TRUE,1
04/21/19 06:19,L'artiste By Spring Step,Women's L'Artiste by Spring Step Porscha Sneaker,Sneakers,145.37,143.93,0.99%,TRUE,1
04/21/19 07:11,Toms,Toms Women's Lexie Specchio And Hemp Rose Gold Sandal - 8.5M,Sandals & Slippers,49.54,39.95,19.36%,TRUE,1
04/21/19 07:11,Toms,Toms Women's Lexie Leather Black Sandal - 7M,Sandals & Slippers,66.24,52.99,20%,FALSE,1
04/21/19 07:11,Toms,Toms Women's Classic Chambray Rope Sole Imperial Blue Dot Ankle-High Canvas Slip-On Shoes - 9M,Sneakers,51.16,42.99,15.97%,TRUE,1
04/21/19 09:12,Fabulicious,Women's Fabulicious Lumina 38,Heels,47.85,47.38,0.98%,TRUE,1
04/21/19 09:13,Qupid,Qupid Womens Rhythm-13 Pointed Toe Ankle Fashion Boots,Boots,34.95,24.44,30.07%,TRUE,1
04/21/19 09:14,Pleaserusa,"SCANDAL-620R, 5 1/2'' Spike Heel Rhinestone Pump Shoes",Heels,46.91,46.45,0.98%,TRUE,1
04/21/19 09:14,Qupid,Qupid Womens TRENCH-01 Fashion High Heel Pumps Shoes,Heels,35.3,34.95,0.99%,TRUE,1
04/21/19 09:14,Qupid,Qupid Potion-68 Back Bow Mary Jane Pointy Toe Pump,Heels,45.45,45,0.99%,TRUE,1
04/21/19 09:15,Qupid,Qupid Women's Strike 01X Perforated Pointy Toe Lace Up Flats,Flats,29.24,28.95,0.99%,TRUE,1
04/21/19 09:15,Pleaserusa,"PEACH-03, 3'' Heel T-Strap Pump Shoes",Heels,39.4,39.01,0.99%,TRUE,1
04/21/19 09:15,Naturalizer,Naturalizer Womens Naomi Fabric Closed Toe Classic Pumps,Heels,30.57,18.09,40.82%,FALSE,1
04/21/19 09:15,Qupid,Qupid Trench-145 Women Suede T-Strap Almond Toe Pump,Heels,30.2,29.9,0.99%,FALSE,1
04/21/19 09:16,Pleaser Pink Label,Women's Pleaser Pink Label Chloe 02 Platform Mary Jane,Heels,58.53,57.95,0.99%,TRUE,1
04/21/19 09:16,Pleaser,PLEASER ADORE-701NG 7 Stiletto Heels Neon Glitter Filled Platform Slide On Mule,Heels,43.16,42.73,1%,TRUE,1
04/21/19 09:16,Propet,Women's Propet TOBAGO Strap Sandals BEIGE 7 (2E),Sandals & Slippers,72.72,72,0.99%,FALSE,3
04/21/19 09:16,Propet,Women's Propet BREEZE Strap Sandals BRONZE 9.5 (4E),Sandals & Slippers,77.72,76.95,0.99%,TRUE,1
04/21/19 09:16,Naturalizer,Womens Reese Leather Open Toe Casual Flat Sandals,Sandals & Slippers,59.33,42.99,27.54%,FALSE,1
04/21/19 09:16,Skechers,"Women's Skechers, Vinyasa Thong Sandals",Sandals & Slippers,27.68,20.97,24.24%,FALSE,1
04/21/19 09:17,Brinley Co.,Womens Comfort Espadrille Mule Wedge,Sandals & Slippers,52.43,37.99,27.54%,FALSE,2
04/21/19 09:17,Toms,"TOMS - Women's Deconstructed Alpargata Slip On, Bloom Hemp - 9.5 B(M) US",Sneakers,50.29,49.79,0.99%,TRUE,1
04/21/19 09:18,Wild Diva,"Wild Diva Women's Arina 06 Peep Toe Lace Up Ankle Tie Slingback Clog Platform Wedge (Black, 6.5 M US Women)",Heels,34.33,33.99,0.99%,FALSE,1
04/21/19 09:18,Brinley Co.,Womens Faux Suede Knot Ankle Strap High Heels,Heels,35.78,21.95,38.65%,FALSE,1
04/21/19 09:20,Qupid,Qupid Womens Rhythm-13 Pointed Toe Ankle Fashion Boots,Boots,34.95,24.44,30.07%,TRUE,1
04/21/19 09:20,Nature Breeze,Nature Breeze Slip on Women's Faux Velvet Mules,NA,13.13,13,0.99%,TRUE,1
04/21/19 09:20,Trotters,Women's Trotters Joy Sneaker,Sneakers,111.05,109.95,0.99%,FALSE,3
04/21/19 09:21,Trotters,Women's Arnello Flat,Flats,85.34,69.95,18.03%,TRUE,3
04/21/19 09:21,Trotters,women's trotters lizzie oxford,Loafers & Oxfords,111.05,109.95,0.99%,TRUE,2
04/21/19 09:21,Trotters,Women's Melinda Slip-On,Loafers & Oxfords,100.95,99.95,0.99%,TRUE,3
04/21/19 09:21,Trotters,Women's Trotters Lizzie Perf Oxford,Loafers & Oxfords,111.05,109.95,0.99%,FALSE,2
04/21/19 09:22,Trotters,Women's Maris Open Toe Bootie,Boots,116.1,114.95,0.99%,TRUE,1
04/21/19 09:22,Trotters,Women's Liz Tumbled Flat,Flats,87.17,85.46,1.96%,FALSE,3
04/21/19 09:22,Trotters,Trotters Womens Shoes Flats Size 10 New,Flats,84.81,83.97,0.99%,FALSE,1
04/21/19 09:22,Trotters,Women's Trotters Leatha Open Weave Fisherman T Strap,Flats,90.85,89.95,0.99%,TRUE,1
04/21/19 09:22,Trotters,Women's Jacey Walking Shoe,Loafers & Oxfords,57.53,34.04,40.83%,TRUE,2
04/21/19 09:23,Demonia,Women's Shaker 52 Ankle Boot,Boots,82.77,81.95,0.99%,TRUE,1
04/21/19 09:23,Brinley Co.,Women's Extra Wide Calf Knee-high Studded Riding Boots,Boots,55.59,39.99,28.06%,FALSE,2
04/21/19 09:23,Trotters,Women's Trotters Jenkins Slip-On,Flats,72.01,50.36,30.07%,FALSE,3
04/21/19 09:23,Summitfashions,6 Inch Sexy High Heel Shoes Fetish Pump Shoes 9 Colors,Heels,81.29,71.94,11.5%,TRUE,4
04/21/19 09:23,Trotters,Women's Trotters Gloria,Heels,144.03,142.6,0.99%,TRUE,3
04/21/19 09:23,Qupid,Qupid Women's Swirl-92 Mule,NA,30.29,29.99,0.99%,TRUE,1
04/21/19 09:23,Nature Breeze,Nature Breeze BK25 Women Metallic Leatherette Open Toe Pyramid Stud Decor Ankle Cuff Sandal Wedge,Sandals & Slippers,28.18,27.9,0.99%,FALSE,1
04/21/19 09:24,Steve Madden,Steve Madden Women's Berry Blush Ankle-High Satin Ballet Flat - 9M,Flats,38.25,23.04,39.76%,TRUE,1
04/21/19 09:24,Steve Madden,Steve Madden Women's Gonzo Mauve Ankle-High Pump - 5.5M,Heels,19.18,18.99,0.99%,FALSE,1
04/21/19 09:24,Ellie Shoes,5'' Heel Pumps Shoe,Heels,43.41,42.98,0.99%,TRUE,1
04/21/19 09:24,Steve Madden,Hydes Embellished Velvet Mules,Sandals & Slippers,90.85,89.95,0.99%,TRUE,1
04/21/19 09:56,Bellini,Women's Cheer Bow Mule,NA,70.65,69.95,0.99%,TRUE,21
04/21/19 09:57,Bellini,Women's Cheer Bow Mule,NA,70.65,69.95,0.99%,TRUE,3
04/21/19 09:57,Asics,Asics Gel-Cumulus 19 Running-Shoes - Womens,Running Shoe,144.66,143.23,0.99%,TRUE,3
04/22/19 03:00,Keds,lauren ralph lauren women's tamia-bo-cwd boot,Boots,53.6,53.07,0.99%,TRUE,1
04/22/19 03:00,Keds,reebok women's sublite authentic running shoe,Running Shoe,91.59,90.68,0.99%,FALSE,1
04/22/19 03:00,Keds,"Keds Women's Champion Lurex Fashion Sneaker, Silver, 9 M US",Sneakers,52.52,52,0.99%,FALSE,2
04/22/19 03:00,Keds,"Keds Women's Kickstart Slub Stripe Fashion Sneaker,Gray,7.5 M US",Sneakers,55.55,55,0.99%,FALSE,1
04/22/19 03:00,Keds,keds women's champion wool fashion sneaker,Sneakers,44.05,43.61,1%,TRUE,2
04/22/19 03:00,Keds,"Keds Women's Triumph Mid Fashion Sneaker, Black/Black, 6.5 M US",Sneakers,60.6,60,0.99%,TRUE,1
04/22/19 03:00,Keds,Keds Women's CH SWEATSHIRT JERSEY Fashion Sneaker,Sneakers,37.86,37.49,0.98%,TRUE,2
04/22/19 03:01,Keds,Lauren Ralph Lauren Women's Kaliyah Boot,Boots,106.04,104.99,0.99%,TRUE,1
04/22/19 03:01,Keds,"Lauren Ralph Lauren Women's Abbot, Charcoal Grey, 8 B US",Heels,52.89,52.37,0.98%,FALSE,2
04/22/19 03:01,Keds,Keds Women's Triple Core Fashion Sneaker,Sneakers,44.4,43.96,0.99%,FALSE,1
04/22/19 03:01,Keds,"Keds Women's Kickstart Retro Court Mono Fashion Sneaker, Pale Peach, 11 M US",Sneakers,54.54,54,0.99%,FALSE,3
04/22/19 03:01,Keds,"Keds Women's Triple Lurex Fashion Sneaker, Champagne, 6.5 M US",Sneakers,58.58,58,0.99%,FALSE,1
04/22/19 03:01,Keds,"Keds Women's Double Decker Sequin Knit Fashion Sneaker,Gray,9.5 M US",Sneakers,58.58,58,0.99%,FALSE,4
04/22/19 03:01,Keds,"Keds Women's Lex LTT Fashion Sneaker, Natural, 9.5 M US",Sneakers,52.52,52,0.99%,TRUE,1
04/22/19 03:01,Keds,"Keds Women's Champion Wool Sneaker,Gray,6.5 M US",Sneakers,52.52,52,0.99%,TRUE,1
04/22/19 03:01,Keds,"Keds Women's Champion Seasonal Solid Fashion Sneaker, Burgundy, 7.5 M US",Sneakers,45.45,45,0.99%,TRUE,2
04/22/19 03:01,Keds,"Keds Women's Leap Studio Jersey Sneaker, Indigo, 10 M US",Sneakers,65.65,65,0.99%,TRUE,1
04/22/19 03:01,Keds,Keds Women's CH SWEATSHIRT JERSEY Fashion Sneaker,Sneakers,37.86,37.49,0.98%,TRUE,2
04/22/19 03:10,Steve Madden,Steve Madden Womens Wayne Moto Combat Booties,Boots,81.07,53.69,33.77%,TRUE,1
04/22/19 03:10,Forever Link,Mango-27 Women's Lace Up Buckle Strap Chunky Low Heel Combat Knee High Boots,Boots,34.33,33.99,0.99%,FALSE,5
04/22/19 03:10,Palladium,Palladium Womens Baggy Leather Knit Leather Lace-Up Combat Boots,Boots,60.59,59.99,0.99%,FALSE,8
04/22/19 03:10,Forever Link,Forever Link Womens Mango-31 Round Toe Military Lace Up Knit Ankle Cuff Low Heel Combat Boots,Boots,27.27,27,0.99%,TRUE,5
04/22/19 03:10,Wild Diva,Wild Diva Timberly-65 Women's Fashion Lace Up Buckle Knee High Combat Boots,Boots,32.11,31.79,1%,TRUE,5
04/22/19 03:10,Refresh,Motive-01 Women Knee High Lace Up Side Zipper Military Combat Flat Boots Brown,Boots,35.34,34.99,0.99%,TRUE,2
04/22/19 03:10,Top Moda,Pack-72 Women's Mid Calf Zipper Low Heel Combat Military Lace Up Boots Shoes,Boots,35.34,34.99,0.99%,TRUE,2
04/22/19 03:10,Miz Mooz,Miz Mooz Tulia Women's Combat Boot,Boots,131.29,129.99,0.99%,TRUE,3
04/22/19 03:10,Volatile,Volatile Womens Underground Closed Toe Mid-Calf Combat Boots,Boots,56.85,44.07,22.48%,TRUE,1
04/22/19 03:11,Demonia,"*10 Eyelette Burgundy Le S/T Calf Boot W/4 Buckles - Burgundy Rub-Off Leather, 14",Boots,73.68,72.95,0.99%,FALSE,1
04/22/19 03:11,Refresh,REFRESH LIBBY-01 Women's short version combat boots on traction outsole with ...,Boots,45.45,45,0.99%,TRUE,1
04/22/19 03:11,Refresh,Refresh CLUB-02 Women's Lace Up Side Zip Platform Chunky Combat Ankle Booties,Boots,37.32,36.95,0.99%,TRUE,2
04/22/19 03:11,Fourever Funky,"Belt Wrapped Lug Sole Combat Lace Up Vegan Leather Boots (Camel, 7.5 B(M) US)",Boots,30.29,29.99,0.99%,FALSE,3
04/22/19 03:11,Cliffs By White Mountain,Cliffs By White Mountain Womens Decker Fabric Round Toe Ankle Combat Boots,Boots,61.82,55.2,10.71%,TRUE,3
04/22/19 03:11,Refresh,REFRESH WYNNE-01 Women's Combat Style Lace Up Ankle Bootie,Boots,28.03,27.75,1%,TRUE,2
04/22/19 03:11,Blue Suede Shoes,Blue Women's Milbear Combat Boots,Boots,47.12,46.65,1%,TRUE,1
04/22/19 03:11,Miz Mooz,Miz Mooz Tulia Women's Combat Boot,Boots,131.29,129.99,0.99%,TRUE,3
04/22/19 03:11,Bumper,"Finny06A by Bumper, Quilted Lace Up Combat Boots w Lug Sole",Boots,32.31,31.99,0.99%,TRUE,2
04/22/19 03:11,Volatile,Volatile Womens Underground Closed Toe Mid-Calf Combat Boots,Boots,56.85,44.07,22.48%,TRUE,1
04/22/19 03:12,Soho Shoes,Soho Shoes Women's Classic Lace Up Combat Mid Calf Ankle Boots,Boots,32.29,31.97,0.99%,FALSE,2
04/22/19 03:12,Demonia,Women's Demonia Rival 106 Boot,Boots,61.94,61.33,0.98%,FALSE,1
04/22/19 04:01,Qupid,Qupid RAGER 27 Women's Casual V Cut Ankle Booties,Boots,36.31,35.95,0.99%,FALSE,1
04/22/19 04:02,Naturalizer,Naturalizer Womens Cassandra Leather Round Toe Ankle Fashion Boots,Boots,98.56,88,10.71%,TRUE,1
04/22/19 04:02,Naturalizer,Naturalizer Women's Dallas Ankle Bootie,Boots,118.03,95.96,18.7%,TRUE,1
04/22/19 04:02,Lauren Ralph Lauren,Lauren Ralph Lauren Womens Meira Solid Thong Wedges,Heels,80.53,52.98,34.21%,TRUE,4
